id,legal_name,name,dob,email,phone,father_name,mother_name,husband_name,gender,blood_group,marital_status,present_address,permanent_address,devotional_status_id,gurudev_harinam,gurudev_pancharatrik,harinam_initiation_gurudev,pancharatrik_initiation_gurudev,initiated_name,harinam_date,pancharatrik_date,education,occupation,devotional_courses,additional_comments,shraddhakutir_id,created_at,updated_at,namhatta_id
139,"Saraswati Sinha",,1977-06-26,saraswati.sinha@example.com,+912462890482,"Swapan Biswas","Hema Biswas","Ajit Patel",FEMALE,A+,,"{""country"":""India"",""state"":""Odisha"",""district"":""Balasore"",""subDistrict"":""Balasore"",""village"":""Balasore"",""postalCode"":""756001""}","{""country"":""India"",""state"":""Odisha"",""district"":""Balasore"",""subDistrict"":""Balasore"",""village"":""Balasore"",""postalCode"":""756001""}",5,,,,,"Draupadi Devi",2021-03-18,,,"Government Service",[],,,2024-09-07T19:04:00.709Z,CURRENT_TIMESTAMP,41
140,"Devendra Nair",,1970-02-23,devendra.nair@example.com,+918146599922,"Sachin Rana","Usha Kumar","Bela Sengupta",MALE,O-,,"{""country"":""India"",""state"":""Odisha"",""district"":""Ganjam"",""subDistrict"":""Berhampur"",""village"":""Berhampur"",""postalCode"":""760001""}","{""country"":""India"",""state"":""West Bengal"",""district"":""Purba Medinipur"",""subDistrict"":""Tamluk"",""village"":""Tamluk"",""postalCode"":""721636""}",6,,,,,,,,,Farmer,[],,,2024-07-12T04:25:37.990Z,CURRENT_TIMESTAMP,42
141,"Radha Verma",,1982-12-06,radha.verma@example.com,+919587385649,"Ravi Singh","Sunita Devi","Ravi Singh",FEMALE,B+,,"{""country"":""India"",""state"":""Jharkhand"",""district"":""Deoghar"",""subDistrict"":""Deoghar"",""village"":""Deoghar"",""postalCode"":""814001""}","{""country"":""India"",""state"":""Jharkhand"",""district"":""Deoghar"",""subDistrict"":""Deoghar"",""village"":""Deoghar"",""postalCode"":""814001""}",6,,,,,,,,,Housewife,[],,,2024-09-05T13:08:50.728Z,CURRENT_TIMESTAMP,43
142,"Amit Sharma",,1975-03-03,amit.sharma@example.com,+914789797594,"Dinesh Roy","Kavita Mishra",,MALE,A+,,"{""country"":""India"",""state"":""Odisha"",""district"":""Puri"",""subDistrict"":""Puri"",""village"":""Puri"",""postalCode"":""752001""}","{""country"":""India"",""state"":""Odisha"",""district"":""Puri"",""subDistrict"":""Puri"",""village"":""Puri"",""postalCode"":""752001""}",4,,,,,,,,,Business,"[{""name"":""Course 10"",""date"":""2025-07-11"",""institute"":""ISKCON""}]",,,2025-02-18T14:29:13.750Z,CURRENT_TIMESTAMP,44
143,"Sushma Rana",,1956-09-13,sushma.rana@example.com,+913109005893,"Sanjib Mondal","Ruma Chakraborty",,FEMALE,AB-,,"{""country"":""India"",""state"":""Bihar"",""district"":""Bhagalpur"",""subDistrict"":""Bhagalpur"",""village"":""Bhagalpur"",""postalCode"":""812001""}","{""country"":""India"",""state"":""Bihar"",""district"":""Bhagalpur"",""subDistrict"":""Bhagalpur"",""village"":""Bhagalpur"",""postalCode"":""812001""}",2,,,,,"Radha Govinda Das",2004-06-21,,,Farmer,[],,,2025-01-08T06:39:19.052Z,CURRENT_TIMESTAMP,45
144,"Gita Joshi",,1964-03-17,gita.joshi@example.com,+916074682466,"Nirmal Bose","Lila Dutta",,FEMALE,O-,,"{""country"":""India"",""state"":""West Bengal"",""district"":""Kolkata"",""subDistrict"":""Salt Lake"",""village"":""Salt Lake City"",""postalCode"":""700064""}","{""country"":""India"",""state"":""West Bengal"",""district"":""Kolkata"",""subDistrict"":""Salt Lake"",""village"":""Salt Lake City"",""postalCode"":""700064""}",6,,,,,"Prahlada Das",2021-12-20,,,Doctor,"[{""name"":""Course 1"",""date"":""2025-07-11"",""institute"":""ISKCON""}]",,,2025-01-26T11:33:13.477Z,CURRENT_TIMESTAMP,46
145,"Lata Shah",,1968-02-28,lata.shah@example.com,+911409374367,"Sushil Kapoor","Mira Sarkar","Dinesh Roy",FEMALE,B-,,"{""country"":""India"",""state"":""West Bengal"",""district"":""Kolkata"",""subDistrict"":""Ballygunge"",""village"":""Ballygunge"",""postalCode"":""700019""}","{""country"":""India"",""state"":""West Bengal"",""district"":""Kolkata"",""subDistrict"":""Ballygunge"",""village"":""Ballygunge"",""postalCode"":""700019""}",7,,,,,"Gandhari Devi",2009-01-07,,,Engineer,[],,,2025-01-14T01:14:48.522Z,CURRENT_TIMESTAMP,47
146,"Asha Thakur",,1959-10-16,asha.thakur@example.com,+917720503998,"Nirmal Bose","Saraswati Sinha","Tarun Chakraborty",FEMALE,AB+,,"{""country"":""India"",""state"":""West Bengal"",""district"":""Paschim Medinipur"",""subDistrict"":""Kharagpur"",""village"":""Kharagpur"",""postalCode"":""721301""}","{""country"":""India"",""state"":""West Bengal"",""district"":""Nadia"",""subDistrict"":""Krishnanagar"",""village"":""Krishnanagar"",""postalCode"":""741101""}",7,,,,,"Subhadra Devi",2016-05-18,,,Farmer,"[{""name"":""Course 10"",""date"":""2025-07-11"",""institute"":""ISKCON""}]",,,2024-10-21T18:03:23.312Z,CURRENT_TIMESTAMP,48
147,"Lalita Reddy",,1979-12-24,lalita.reddy@example.com,+912347620314,"Dipak Dutta","Parvati Ghosh","Ramesh Jha",FEMALE,O+,,"{""country"":""India"",""state"":""Odisha"",""district"":""Balasore"",""subDistrict"":""Balasore"",""village"":""Balasore"",""postalCode"":""756001""}","{""country"":""India"",""state"":""Odisha"",""district"":""Balasore"",""subDistrict"":""Balasore"",""village"":""Balasore"",""postalCode"":""756001""}",4,,,,,,,,,"Government Service",[],,,2024-10-30T14:08:21.525Z,CURRENT_TIMESTAMP,49
148,"Jitendra Pillai",,1992-04-18,jitendra.pillai@example.com,+917917925542,"Nitin Joshi","Mira Sarkar","Savita Babu",MALE,AB-,,"{""country"":""India"",""state"":""Odisha"",""district"":""Puri"",""subDistrict"":""Puri"",""village"":""Puri"",""postalCode"":""752001""}","{""country"":""India"",""state"":""Jharkhand"",""district"":""Dhanbad"",""subDistrict"":""Dhanbad"",""village"":""Dhanbad"",""postalCode"":""826001""}",5,,,,,,,,,Housewife,[],,,2025-03-10T17:52:51.249Z,CURRENT_TIMESTAMP,50
149,"Samir Bhattacharya",,1995-01-04,samir.bhattacharya@example.com,+913026629471,"Sunil Gupta","Ritu Mondal","Malati Chatterjee",MALE,AB-,,"{""country"":""India"",""state"":""West Bengal"",""district"":""Kolkata"",""subDistrict"":""Howrah"",""village"":""Howrah"",""postalCode"":""711101""}","{""country"":""India"",""state"":""West Bengal"",""district"":""Kolkata"",""subDistrict"":""Howrah"",""village"":""Howrah"",""postalCode"":""711101""}",1,,,,,"Kunti Devi",2014-10-19,,,Retired,[],,,2025-01-23T01:53:48.950Z,CURRENT_TIMESTAMP,51
150,"Sunanda Rao",,1980-04-08,sunanda.rao@example.com,+916730239960,"Debasis Majumdar","Sharda Pillai",,FEMALE,A-,,"{""country"":""India"",""state"":""Jharkhand"",""district"":""Jamshedpur"",""subDistrict"":""Jamshedpur"",""village"":""Jamshedpur"",""postalCode"":""831001""}","{""country"":""India"",""state"":""Jharkhand"",""district"":""Ranchi"",""subDistrict"":""Ranchi"",""village"":""Ranchi"",""postalCode"":""834001""}",3,,,,,"Sampati Das",2016-08-20,,,Student,"[{""name"":""Course 1"",""date"":""2025-07-11"",""institute"":""ISKCON""}]",,,2025-04-24T12:50:48.494Z,CURRENT_TIMESTAMP,52
151,"Jitendra Pillai",,1983-02-07,jitendra.pillai@example.com,+911123060136,"Dipak Dutta","Sita Agarwal",,MALE,B-,,"{""country"":""India"",""state"":""West Bengal"",""district"":""Malda"",""subDistrict"":""Malda"",""village"":""Malda"",""postalCode"":""732101""}","{""country"":""India"",""state"":""West Bengal"",""district"":""Malda"",""subDistrict"":""Malda"",""village"":""Malda"",""postalCode"":""732101""}",3,,,,,"Nitai Das",2005-11-17,,,Doctor,[],,,2024-10-28T07:04:54.003Z,CURRENT_TIMESTAMP,53
152,"Radha Verma",,1998-09-09,radha.verma@example.com,+914377459137,"Arun Bhardwaj","Vijaya Nath",,FEMALE,A-,,"{""country"":""India"",""state"":""Odisha"",""district"":""Cuttack"",""subDistrict"":""Cuttack"",""village"":""Cuttack"",""postalCode"":""753001""}","{""country"":""India"",""state"":""Odisha"",""district"":""Cuttack"",""subDistrict"":""Cuttack"",""village"":""Cuttack"",""postalCode"":""753001""}",5,,,,,"Rukmini Devi",2011-06-17,,,"Government Service",[],,,2025-01-14T07:40:27.522Z,CURRENT_TIMESTAMP,54
153,"Anand Ghosh",,1998-06-15,anand.ghosh@example.com,+914372074291,"Manoj Yadav","Savita Babu","Savita Babu",MALE,O+,,"{""country"":""India"",""state"":""Odisha"",""district"":""Khordha"",""subDistrict"":""Bhubaneswar"",""village"":""Bhubaneswar"",""postalCode"":""751001""}","{""country"":""India"",""state"":""Odisha"",""district"":""Khordha"",""subDistrict"":""Bhubaneswar"",""village"":""Bhubaneswar"",""postalCode"":""751001""}",3,,,,,"Arjuna Das",2020-01-11,,,Retired,[],,,2024-12-14T22:43:07.479Z,CURRENT_TIMESTAMP,55
154,"Debasis Majumdar",,1998-05-24,debasis.majumdar@example.com,+914064342838,"Manoj Yadav","Gita Joshi",,MALE,A+,,"{""country"":""India"",""state"":""West Bengal"",""district"":""Kolkata"",""subDistrict"":""Salt Lake"",""village"":""Salt Lake City"",""postalCode"":""700064""}","{""country"":""India"",""state"":""West Bengal"",""district"":""Kolkata"",""subDistrict"":""Salt Lake"",""village"":""Salt Lake City"",""postalCode"":""700064""}",7,,,,,"Tulasi Devi",2021-08-09,,,"Government Service","[{""name"":""Course 1"",""date"":""2025-07-11"",""institute"":""ISKCON""}]",,,2024-07-17T16:07:46.193Z,CURRENT_TIMESTAMP,56
155,"Tarun Chakraborty",,1995-05-05,tarun.chakraborty@example.com,+912702671053,"Naresh Sinha","Anjali Yadav","Vidya Nair",MALE,B-,,"{""country"":""India"",""state"":""Odisha"",""district"":""Cuttack"",""subDistrict"":""Cuttack"",""village"":""Cuttack"",""postalCode"":""753001""}","{""country"":""India"",""state"":""Odisha"",""district"":""Cuttack"",""subDistrict"":""Cuttack"",""village"":""Cuttack"",""postalCode"":""753001""}",7,,,,,"Yamuna Devi",2011-10-10,,,Farmer,[],,,2025-05-23T04:06:42.949Z,CURRENT_TIMESTAMP,57
156,"Vinod Tiwari",,1950-07-13,vinod.tiwari@example.com,+917143872494,"Samir Bhattacharya","Parvati Ghosh","Shyama Mukherjee",MALE,O-,,"{""country"":""India"",""state"":""Odisha"",""district"":""Puri"",""subDistrict"":""Puri"",""village"":""Puri"",""postalCode"":""752001""}","{""country"":""India"",""state"":""Odisha"",""district"":""Puri"",""subDistrict"":""Puri"",""village"":""Puri"",""postalCode"":""752001""}",1,,,,,"Kunti Devi",2000-12-04,,,Business,"[{""name"":""Course 10"",""date"":""2025-07-11"",""institute"":""ISKCON""}]",,,2024-07-26T05:14:04.328Z,CURRENT_TIMESTAMP,58
157,"Kiran Shah",,1964-09-21,kiran.shah@example.com,+914058770266,"Arun Bhardwaj","Sunanda Rao",,MALE,B-,,"{""country"":""India"",""state"":""West Bengal"",""district"":""Purba Medinipur"",""subDistrict"":""Tamluk"",""village"":""Tamluk"",""postalCode"":""721636""}","{""country"":""India"",""state"":""West Bengal"",""district"":""Purba Medinipur"",""subDistrict"":""Tamluk"",""village"":""Tamluk"",""postalCode"":""721636""}",5,,,,,"Vrinda Devi",2016-11-24,,,Farmer,[],,,2025-03-06T09:52:21.139Z,CURRENT_TIMESTAMP,59
158,"Ranjan Pal",,1952-11-06,ranjan.pal@example.com,+914348163375,"Arun Bhardwaj","Suma Bose","Gita Joshi",MALE,A+,,"{""country"":""India"",""state"":""Odisha"",""district"":""Puri"",""subDistrict"":""Puri"",""village"":""Puri"",""postalCode"":""752001""}","{""country"":""India"",""state"":""Odisha"",""district"":""Cuttack"",""subDistrict"":""Cuttack"",""village"":""Cuttack"",""postalCode"":""753001""}",7,,,,,,,,,Student,[],,,2025-03-12T06:46:39.531Z,CURRENT_TIMESTAMP,60
159,"Vidya Nair",,1962-09-19,vidya.nair@example.com,+916368791099,"Sunil Gupta","Kiran Majumdar","Debasis Majumdar",FEMALE,O+,,"{""country"":""India"",""state"":""Odisha"",""district"":""Puri"",""subDistrict"":""Puri"",""village"":""Puri"",""postalCode"":""752001""}","{""country"":""India"",""state"":""Odisha"",""district"":""Puri"",""subDistrict"":""Puri"",""village"":""Puri"",""postalCode"":""752001""}",7,,,,,,,,,Farmer,[],,,2025-01-07T04:04:08.162Z,CURRENT_TIMESTAMP,61
160,"Nitin Joshi",,1998-09-17,nitin.joshi@example.com,+913013335248,"Jitendra Pillai","Sujata Bhattacharya","Sujata Bhattacharya",MALE,O+,,"{""country"":""India"",""state"":""West Bengal"",""district"":""Nadia"",""subDistrict"":""Krishnanagar"",""village"":""Krishnanagar"",""postalCode"":""741101""}","{""country"":""India"",""state"":""West Bengal"",""district"":""Nadia"",""subDistrict"":""Krishnanagar"",""village"":""Krishnanagar"",""postalCode"":""741101""}",3,,,,,"Mandodari Devi",2015-09-08,,,Farmer,[],,,2024-10-03T23:35:13.710Z,CURRENT_TIMESTAMP,62
161,"Nitin Joshi",,1975-03-11,nitin.joshi@example.com,+913534284295,"Amit Sharma","Saraswati Sinha",,MALE,A+,,"{""country"":""India"",""state"":""Odisha"",""district"":""Khordha"",""subDistrict"":""Bhubaneswar"",""village"":""Bhubaneswar"",""postalCode"":""751001""}","{""country"":""India"",""state"":""Odisha"",""district"":""Khordha"",""subDistrict"":""Bhubaneswar"",""village"":""Bhubaneswar"",""postalCode"":""751001""}",4,,,,,"Yamuna Devi",2000-04-27,,,Retired,"[{""name"":""Course 10"",""date"":""2025-07-11"",""institute"":""ISKCON""}]",,,2024-08-22T07:56:42.428Z,CURRENT_TIMESTAMP,63
162,"Tapan Mukherjee",,1966-06-24,tapan.mukherjee@example.com,+913527107807,"Rajesh Kumar","Usha Kumar","Bela Sengupta",MALE,AB-,,"{""country"":""India"",""state"":""West Bengal"",""district"":""Paschim Medinipur"",""subDistrict"":""Kharagpur"",""village"":""Kharagpur"",""postalCode"":""721301""}","{""country"":""India"",""state"":""West Bengal"",""district"":""Paschim Medinipur"",""subDistrict"":""Kharagpur"",""village"":""Kharagpur"",""postalCode"":""721301""}",4,,,,,,,,,Student,[],,,2024-10-24T02:58:12.069Z,CURRENT_TIMESTAMP,64
163,"Manoj Yadav",,1954-09-11,manoj.yadav@example.com,+913603850489,"Sachin Rana","Suma Bose","Kavita Mishra",MALE,AB+,,"{""country"":""India"",""state"":""Jharkhand"",""district"":""Bokaro"",""subDistrict"":""Bokaro"",""village"":""Bokaro"",""postalCode"":""827001""}","{""country"":""India"",""state"":""Jharkhand"",""district"":""Bokaro"",""subDistrict"":""Bokaro"",""village"":""Bokaro"",""postalCode"":""827001""}",2,,,,,"Rukmini Devi",2016-10-16,,,Engineer,[],,,2024-11-02T22:48:01.143Z,CURRENT_TIMESTAMP,65
164,"Sushil Kapoor",,1953-03-04,sushil.kapoor@example.com,+915413177031,"Ramesh Jha","Sunita Devi",,MALE,B+,,"{""country"":""India"",""state"":""Jharkhand"",""district"":""Dhanbad"",""subDistrict"":""Dhanbad"",""village"":""Dhanbad"",""postalCode"":""826001""}","{""country"":""India"",""state"":""Jharkhand"",""district"":""Dhanbad"",""subDistrict"":""Dhanbad"",""village"":""Dhanbad"",""postalCode"":""826001""}",5,,,,,,,,,Retired,[],,,2025-04-18T08:49:33.831Z,CURRENT_TIMESTAMP,66
165,"Nita Patel",,1996-10-25,nita.patel@example.com,+915003588169,"Mukesh Agarwal","Vijaya Nath","Vinod Tiwari",FEMALE,A-,,"{""country"":""India"",""state"":""Jharkhand"",""district"":""Dhanbad"",""subDistrict"":""Dhanbad"",""village"":""Dhanbad"",""postalCode"":""826001""}","{""country"":""India"",""state"":""Jharkhand"",""district"":""Dhanbad"",""subDistrict"":""Dhanbad"",""village"":""Dhanbad"",""postalCode"":""826001""}",2,,,,,"Yamuna Devi",2010-09-15,,,Business,[],,,2024-11-06T15:47:23.425Z,CURRENT_TIMESTAMP,67
166,"Lila Dutta",,1972-05-01,lila.dutta@example.com,+919468895931,"Goutam Sengupta","Usha Kumar",,FEMALE,O+,,"{""country"":""India"",""state"":""West Bengal"",""district"":""Paschim Medinipur"",""subDistrict"":""Kharagpur"",""village"":""Kharagpur"",""postalCode"":""721301""}","{""country"":""India"",""state"":""West Bengal"",""district"":""Paschim Medinipur"",""subDistrict"":""Kharagpur"",""village"":""Kharagpur"",""postalCode"":""721301""}",7,,,,,"Tulasi Devi",2007-11-10,,,Retired,"[{""name"":""Course 3"",""date"":""2025-07-11"",""institute"":""ISKCON""}]",,,2024-07-24T21:19:20.479Z,CURRENT_TIMESTAMP,68
167,"Santosh Kumar",,1993-10-27,santosh.kumar@example.com,+912812876670,"Prakash Mishra","Lata Shah",,MALE,B+,,"{""country"":""India"",""state"":""Jharkhand"",""district"":""Deoghar"",""subDistrict"":""Deoghar"",""village"":""Deoghar"",""postalCode"":""814001""}","{""country"":""India"",""state"":""Jharkhand"",""district"":""Deoghar"",""subDistrict"":""Deoghar"",""village"":""Deoghar"",""postalCode"":""814001""}",5,,,,,"Krishna Prema Das",2019-12-13,,,Student,[],,,2025-04-12T14:59:05.892Z,CURRENT_TIMESTAMP,69
168,"Debasis Majumdar",,1988-03-04,debasis.majumdar@example.com,+917447091138,"Devendra Nair","Durga Roy","Sita Agarwal",MALE,O+,,"{""country"":""India"",""state"":""Odisha"",""district"":""Puri"",""subDistrict"":""Puri"",""village"":""Puri"",""postalCode"":""752001""}","{""country"":""India"",""state"":""Odisha"",""district"":""Puri"",""subDistrict"":""Puri"",""village"":""Puri"",""postalCode"":""752001""}",1,,,,,"Sahadeva Das",2009-08-19,,,Teacher,"[{""name"":""Course 10"",""date"":""2025-07-11"",""institute"":""ISKCON""}]",,,2025-04-13T23:51:02.595Z,CURRENT_TIMESTAMP,70
169,"Debasis Majumdar",,1986-07-18,debasis.majumdar@example.com,+917213228936,"Devendra Nair","Ritu Mondal",,MALE,A-,,"{""country"":""India"",""state"":""West Bengal"",""district"":""Nadia"",""subDistrict"":""Ranaghat"",""village"":""Ranaghat"",""postalCode"":""741201""}","{""country"":""India"",""state"":""West Bengal"",""district"":""Nadia"",""subDistrict"":""Ranaghat"",""village"":""Ranaghat"",""postalCode"":""741201""}",4,,,,,,,,,Engineer,[],,,2025-03-06T06:18:21.244Z,CURRENT_TIMESTAMP,71
170,"Dipak Dutta",,1957-07-17,dipak.dutta@example.com,+916877096067,"Samir Bhattacharya","Lata Shah","Pushpa Choudhary",MALE,AB-,,"{""country"":""India"",""state"":""Jharkhand"",""district"":""Dhanbad"",""subDistrict"":""Dhanbad"",""village"":""Dhanbad"",""postalCode"":""826001""}","{""country"":""India"",""state"":""Jharkhand"",""district"":""Dhanbad"",""subDistrict"":""Dhanbad"",""village"":""Dhanbad"",""postalCode"":""826001""}",3,,,,,,,,,Engineer,[],,,2025-01-22T04:35:43.069Z,CURRENT_TIMESTAMP,72
171,"Ajit Patel",,1981-04-09,ajit.patel@example.com,+913647278762,"Dipak Dutta","Sunita Devi","Meera Singh",MALE,AB-,,"{""country"":""India"",""state"":""West Bengal"",""district"":""Purba Medinipur"",""subDistrict"":""Tamluk"",""village"":""Tamluk"",""postalCode"":""721636""}","{""country"":""India"",""state"":""West Bengal"",""district"":""Purba Medinipur"",""subDistrict"":""Tamluk"",""village"":""Tamluk"",""postalCode"":""721636""}",4,,,,,"Vibhishana Das",2019-01-11,,,Teacher,[],,,2025-05-20T03:54:00.220Z,CURRENT_TIMESTAMP,73
172,"Tapan Mukherjee",,1975-02-17,tapan.mukherjee@example.com,+911946138037,"Dipak Dutta","Sita Agarwal",,MALE,A+,,"{""country"":""India"",""state"":""Odisha"",""district"":""Cuttack"",""subDistrict"":""Cuttack"",""village"":""Cuttack"",""postalCode"":""753001""}","{""country"":""India"",""state"":""West Bengal"",""district"":""Nadia"",""subDistrict"":""Ranaghat"",""village"":""Ranaghat"",""postalCode"":""741201""}",6,,,,,"Shatrughna Das",2009-03-04,,,Teacher,"[{""name"":""Course 10"",""date"":""2025-07-11"",""institute"":""ISKCON""}]",,,2024-12-13T05:34:21.757Z,CURRENT_TIMESTAMP,74
173,"Lata Shah",,1976-07-03,lata.shah@example.com,+915597192675,"Nirmal Bose","Sunita Devi",,FEMALE,AB-,,"{""country"":""India"",""state"":""Bihar"",""district"":""Muzaffarpur"",""subDistrict"":""Muzaffarpur"",""village"":""Muzaffarpur"",""postalCode"":""842001""}","{""country"":""India"",""state"":""Bihar"",""district"":""Muzaffarpur"",""subDistrict"":""Muzaffarpur"",""village"":""Muzaffarpur"",""postalCode"":""842001""}",1,,,,,"Saraswati Devi",2008-08-28,,,Engineer,[],,,2025-03-14T22:54:55.845Z,CURRENT_TIMESTAMP,75
174,"Nirmal Bose",,1956-06-23,nirmal.bose@example.com,+913996994917,"Sanjib Mondal","Sunanda Rao",,MALE,A-,,"{""country"":""India"",""state"":""West Bengal"",""district"":""Kolkata"",""subDistrict"":""Howrah"",""village"":""Howrah"",""postalCode"":""711101""}","{""country"":""India"",""state"":""West Bengal"",""district"":""Kolkata"",""subDistrict"":""Howrah"",""village"":""Howrah"",""postalCode"":""711101""}",7,,,,,"Narada Das",2009-05-05,,,Engineer,[],,,2025-02-07T07:13:27.027Z,CURRENT_TIMESTAMP,76
175,"Asha Thakur",,1977-10-18,asha.thakur@example.com,+917270567833,"Bijoy Chatterjee","Nila Pal","Dinesh Roy",FEMALE,O+,,"{""country"":""India"",""state"":""West Bengal"",""district"":""Kolkata"",""subDistrict"":""Salt Lake"",""village"":""Salt Lake City"",""postalCode"":""700064""}","{""country"":""India"",""state"":""West Bengal"",""district"":""Kolkata"",""subDistrict"":""Salt Lake"",""village"":""Salt Lake City"",""postalCode"":""700064""}",1,,,,,,,,,"Government Service",[],,,2025-04-26T07:37:11.809Z,CURRENT_TIMESTAMP,77
176,"Sachin Rana",,1960-11-15,sachin.rana@example.com,+914557303612,"Ajit Patel","Geeta Sharma",,MALE,AB-,,"{""country"":""India"",""state"":""Bihar"",""district"":""Bhagalpur"",""subDistrict"":""Bhagalpur"",""village"":""Bhagalpur"",""postalCode"":""812001""}","{""country"":""India"",""state"":""Bihar"",""district"":""Bhagalpur"",""subDistrict"":""Bhagalpur"",""village"":""Bhagalpur"",""postalCode"":""812001""}",5,,,,,"Jagannath Das",2001-08-27,,,Business,"[{""name"":""Course 2"",""date"":""2025-07-11"",""institute"":""ISKCON""}]",,,2025-01-09T05:51:55.160Z,CURRENT_TIMESTAMP,78
177,"Shoba Kapoor",,1970-12-14,shoba.kapoor@example.com,+917653603614,"Sanjib Mondal","Vijaya Nath",,FEMALE,O+,,"{""country"":""India"",""state"":""West Bengal"",""district"":""Kolkata"",""subDistrict"":""Ballygunge"",""village"":""Ballygunge"",""postalCode"":""700019""}","{""country"":""India"",""state"":""West Bengal"",""district"":""Kolkata"",""subDistrict"":""Ballygunge"",""village"":""Ballygunge"",""postalCode"":""700019""}",1,,,,,,,,,Housewife,"[{""name"":""Course 3"",""date"":""2025-07-11"",""institute"":""ISKCON""}]",,,2024-10-24T10:32:05.739Z,CURRENT_TIMESTAMP,79
178,"Debasis Majumdar",,1992-06-19,debasis.majumdar@example.com,+912868440421,"Swapan Biswas","Shyama Mukherjee","Indira Prasad",MALE,A-,,"{""country"":""India"",""state"":""West Bengal"",""district"":""Purba Medinipur"",""subDistrict"":""Tamluk"",""village"":""Tamluk"",""postalCode"":""721636""}","{""country"":""India"",""state"":""West Bengal"",""district"":""Kolkata"",""subDistrict"":""Ballygunge"",""village"":""Ballygunge"",""postalCode"":""700019""}",3,,,,,"Bhima Das",2019-08-23,,,Engineer,"[{""name"":""Course 1"",""date"":""2025-07-11"",""institute"":""ISKCON""}]",,,2025-02-14T02:33:09.703Z,CURRENT_TIMESTAMP,80
179,"Vijaya Nath",,1950-08-23,vijaya.nath@example.com,+917380794828,"Ranjan Pal","Saraswati Sinha",,FEMALE,AB-,,"{""country"":""India"",""state"":""Odisha"",""district"":""Puri"",""subDistrict"":""Puri"",""village"":""Puri"",""postalCode"":""752001""}","{""country"":""India"",""state"":""Odisha"",""district"":""Puri"",""subDistrict"":""Puri"",""village"":""Puri"",""postalCode"":""752001""}",1,,,,,"Sahadeva Das",2019-12-18,,,Housewife,[],,,2024-12-14T21:32:52.021Z,CURRENT_TIMESTAMP,81
180,"Lila Dutta",,1996-04-16,lila.dutta@example.com,+914598219671,"Swapan Biswas","Gita Joshi","Kiran Shah",FEMALE,A-,,"{""country"":""India"",""state"":""Jharkhand"",""district"":""Bokaro"",""subDistrict"":""Bokaro"",""village"":""Bokaro"",""postalCode"":""827001""}","{""country"":""India"",""state"":""West Bengal"",""district"":""Kolkata"",""subDistrict"":""Ballygunge"",""village"":""Ballygunge"",""postalCode"":""700019""}",2,,,,,"Rukmini Devi",2019-11-05,,,Engineer,[],,,2025-01-11T13:19:21.176Z,CURRENT_TIMESTAMP,82
181,"Rajendra Nath",,1997-09-04,rajendra.nath@example.com,+918211308730,"Mahendra Prasad","Sunita Devi",,MALE,A+,,"{""country"":""India"",""state"":""Bihar"",""district"":""Darbhanga"",""subDistrict"":""Darbhanga"",""village"":""Darbhanga"",""postalCode"":""846001""}","{""country"":""India"",""state"":""Bihar"",""district"":""Darbhanga"",""subDistrict"":""Darbhanga"",""village"":""Darbhanga"",""postalCode"":""846001""}",6,,,,,,,,,Doctor,[],,,2024-11-02T00:34:35.533Z,CURRENT_TIMESTAMP,83
182,"Anand Ghosh",,1977-06-07,anand.ghosh@example.com,+916260475319,"Prakash Mishra","Shanti Pandey",,MALE,O-,,"{""country"":""India"",""state"":""West Bengal"",""district"":""Nadia"",""subDistrict"":""Krishnanagar"",""village"":""Krishnanagar"",""postalCode"":""741101""}","{""country"":""India"",""state"":""West Bengal"",""district"":""Nadia"",""subDistrict"":""Krishnanagar"",""village"":""Krishnanagar"",""postalCode"":""741101""}",3,,,,,"Saraswati Devi",2019-07-19,,,Business,"[{""name"":""Course 9"",""date"":""2025-07-11"",""institute"":""ISKCON""}]",,,2024-07-30T07:13:02.724Z,CURRENT_TIMESTAMP,84
183,"Gita Joshi",,1981-07-20,gita.joshi@example.com,+919190822042,"Anand Ghosh","Savita Babu","Ramesh Jha",FEMALE,A-,,"{""country"":""India"",""state"":""Jharkhand"",""district"":""Dhanbad"",""subDistrict"":""Dhanbad"",""village"":""Dhanbad"",""postalCode"":""826001""}","{""country"":""India"",""state"":""Jharkhand"",""district"":""Dhanbad"",""subDistrict"":""Dhanbad"",""village"":""Dhanbad"",""postalCode"":""826001""}",6,,,,,,,,,Doctor,[],,,2024-11-19T04:39:42.537Z,CURRENT_TIMESTAMP,85
184,"Rohit Thakur",,1981-08-24,rohit.thakur@example.com,+915405679452,"Subhas Banerjee","Parvati Ghosh",,MALE,B+,,"{""country"":""India"",""state"":""Bihar"",""district"":""Muzaffarpur"",""subDistrict"":""Muzaffarpur"",""village"":""Muzaffarpur"",""postalCode"":""842001""}","{""country"":""India"",""state"":""Jharkhand"",""district"":""Bokaro"",""subDistrict"":""Bokaro"",""village"":""Bokaro"",""postalCode"":""827001""}",5,,,,,"Radha Govinda Das",2019-10-07,,,Doctor,[],,,2025-07-03T11:33:37.179Z,CURRENT_TIMESTAMP,86
